n	N	feature_type	time	unique
100	100	1_Dminpl	1.79343	100
100	200	1_Dminpl	1.69179	200
100	300	1_Dminpl	1.72796	300
100	400	1_Dminpl	1.79513	400
100	500	1_Dminpl	1.94808	500
100	600	1_Dminpl	2.08907	600
100	700	1_Dminpl	2.06228	700
100	800	1_Dminpl	2.25112	800
100	900	1_Dminpl	2.40191	900
100	1000	1_Dminpl	2.43072	1000
100	2000	1_Dminpl	30.6291	2000
100	3000	1_Dminpl	41.0988	3000
100	4000	1_Dminpl	52.0863	4000
100	5000	1_Dminpl	62.6611	5000
100	6000	1_Dminpl	74.7425	6000
100	7000	1_Dminpl	86.5208	7000
100	8000	1_Dminpl	97.9543	8000
100	9000	1_Dminpl	108.36	9000
100	10000	1_Dminpl	123.245	10000
