n	N	feature_type	time	unique
11	100	1_Dminpl	0.724059	84
11	200	1_Dminpl	1.07586	131
11	300	1_Dminpl	1.17195	173
11	400	1_Dminpl	1.38575	197
11	500	1_Dminpl	1.18212	211
11	600	1_Dminpl	1.58943	221
11	700	1_Dminpl	1.38196	227
11	800	1_Dminpl	1.22043	231
11	900	1_Dminpl	1.49926	232
11	1000	1_Dminpl	1.22491	232
11	2000	1_Dminpl	13.139	235
11	3000	1_Dminpl	12.3481	235
11	4000	1_Dminpl	12.7183	235
11	5000	1_Dminpl	12.1214	235
11	6000	1_Dminpl	12.8327	235
11	7000	1_Dminpl	12.8061	235
11	8000	1_Dminpl	12.1478	235
11	9000	1_Dminpl	12.154	235
11	10000	1_Dminpl	12.3132	235
