n	N	feature_type	time	unique
14	100	1_Dminpl	0.52671	97
14	200	1_Dminpl	0.97172	189
14	300	1_Dminpl	1.34848	275
14	400	1_Dminpl	2.0167	363
14	500	1_Dminpl	2.18402	455
14	600	1_Dminpl	2.3967	539
14	700	1_Dminpl	3.15109	622
14	800	1_Dminpl	3.17549	698
14	900	1_Dminpl	3.77316	774
14	1000	1_Dminpl	3.52264	847
14	2000	1_Dminpl	49.1785	1473
14	3000	1_Dminpl	60.8777	1923
14	4000	1_Dminpl	70.1064	2249
14	5000	1_Dminpl	74.4883	2493
14	6000	1_Dminpl	78.6831	2685
14	7000	1_Dminpl	79.0503	2818
14	8000	1_Dminpl	77.4288	2913
14	9000	1_Dminpl	82.0433	2987
14	10000	1_Dminpl	79.4221	3038
