n	N	feature_type	time	unique
200	100	1_Dminpl	2.85331	100
200	200	1_Dminpl	3.00052	200
200	300	1_Dminpl	3.09956	300
200	400	1_Dminpl	3.19469	400
200	500	1_Dminpl	3.17351	500
200	600	1_Dminpl	3.41312	600
200	700	1_Dminpl	3.37168	700
200	800	1_Dminpl	3.53164	800
200	900	1_Dminpl	3.65617	900
200	1000	1_Dminpl	3.70768	1000
200	2000	1_Dminpl	43.0364	2000
200	3000	1_Dminpl	53.2469	3000
200	4000	1_Dminpl	62.8984	4000
200	5000	1_Dminpl	72.4403	5000
200	6000	1_Dminpl	82.5138	6000
200	7000	1_Dminpl	91.5947	7000
200	8000	1_Dminpl	102.956	8000
200	9000	1_Dminpl	114.219	9000
200	10000	1_Dminpl	124.334	10000
