n	N	feature_type	time	unique
200	100	0	3.34724	100
200	200	0	10.7159	200
200	300	0	17.7232	300
200	400	0	25.3042	400
200	500	0	30.8776	500
200	600	0	38.9002	600
200	700	0	47.1386	700
200	800	0	55.4349	800
200	900	0	63.2903	900
200	1000	0	72.7623	1000
200	2000	0	1224.05	2000
200	3000	0	2087.86	3000
200	4000	0	2948.54	4000
200	5000	0	3815.08	5000
200	6000	0	4658.29	6000
200	7000	0	5511.73	7000
200	8000	0	6319.14	8000
200	9000	0	7173.86	9000
200	10000	0	8014.01	10000
