n	N	feature_type	time	unique
19	100	0	0.923122	100
19	200	0	2.63301	200
19	300	0	4.51881	300
19	400	0	5.76413	400
19	500	0	8.08612	500
19	600	0	8.9991	599
19	700	0	11.1501	699
19	800	0	13.034	799
19	900	0	15.8321	899
19	1000	0	17.0493	999
19	2000	0	251.11	1993
19	3000	0	431.784	2984
19	4000	0	621.053	3976
19	5000	0	792.616	4963
19	6000	0	1071.68	5946
19	7000	0	1295.99	6928
19	8000	0	1509	7902
19	9000	0	1766.09	8874
19	10000	0	2014.24	9843
