n	N	feature_type	time	unique
16	100	0	1.0932	100
16	200	0	2.94198	197
16	300	0	5.00604	296
16	400	0	7.39055	394
16	500	0	8.70751	493
16	600	0	9.92491	589
16	700	0	11.6555	687
16	800	0	13.0209	786
16	900	0	14.4207	881
16	1000	0	17.508	980
16	2000	0	270.855	1912
16	3000	0	427.905	2801
16	4000	0	586.656	3634
16	5000	0	747.402	4418
16	6000	0	888.166	5172
16	7000	0	981.571	5898
16	8000	0	1144.76	6586
16	9000	0	1264.63	7227
16	10000	0	1388.65	7836
