n	N	feature_type	time	unique
17	100	0	1.01843	99
17	200	0	2.77064	199
17	300	0	4.88277	298
17	400	0	6.67502	398
17	500	0	7.80874	497
17	600	0	9.8673	595
17	700	0	10.866	692
17	800	0	13.9356	790
17	900	0	15.95	890
17	1000	0	17.2615	989
17	2000	0	266.667	1967
17	3000	0	445.27	2917
17	4000	0	622.699	3841
17	5000	0	813.316	4747
17	6000	0	1015.82	5643
17	7000	0	1189.34	6511
17	8000	0	1417.64	7363
17	9000	0	1596.83	8188
17	10000	0	1781.98	9004
