n	N	feature_type	time	unique
18	100	0	0.858112	100
18	200	0	2.21685	200
18	300	0	4.061	300
18	400	0	5.38426	400
18	500	0	6.659	499
18	600	0	8.61258	599
18	700	0	10.0337	698
18	800	0	12.7825	798
18	900	0	13.4047	898
18	1000	0	15.3866	998
18	2000	0	250.949	1988
18	3000	0	409.367	2970
18	4000	0	600.99	3942
18	5000	0	819.189	4898
18	6000	0	1039.51	5865
18	7000	0	1242.71	6816
18	8000	0	1455.12	7755
18	9000	0	1688.46	8669
18	10000	0	1918.38	9599
