n	N	feature_type	time	unique
17	100	3_Dminpl_Cexp_Cvar	0.740812	99
17	200	3_Dminpl_Cexp_Cvar	0.675971	199
17	300	3_Dminpl_Cexp_Cvar	0.679895	298
17	400	3_Dminpl_Cexp_Cvar	0.715139	398
17	500	3_Dminpl_Cexp_Cvar	0.716755	497
17	600	3_Dminpl_Cexp_Cvar	0.758231	595
17	700	3_Dminpl_Cexp_Cvar	0.722521	692
17	800	3_Dminpl_Cexp_Cvar	0.756416	790
17	900	3_Dminpl_Cexp_Cvar	0.716647	890
17	1000	3_Dminpl_Cexp_Cvar	0.796479	989
17	2000	3_Dminpl_Cexp_Cvar	7.86619	1967
17	3000	3_Dminpl_Cexp_Cvar	8.17762	2917
17	4000	3_Dminpl_Cexp_Cvar	8.77283	3841
17	5000	3_Dminpl_Cexp_Cvar	8.94138	4747
17	6000	3_Dminpl_Cexp_Cvar	9.14234	5643
17	7000	3_Dminpl_Cexp_Cvar	9.75103	6511
17	8000	3_Dminpl_Cexp_Cvar	10.0651	7363
17	9000	3_Dminpl_Cexp_Cvar	10.3146	8188
17	10000	3_Dminpl_Cexp_Cvar	10.588	9004
