n	N	feature_type	time	unique
19	100	3_Dminpl_Cexp_Cvar	0.745614	100
19	200	3_Dminpl_Cexp_Cvar	0.714799	200
19	300	3_Dminpl_Cexp_Cvar	0.709324	300
19	400	3_Dminpl_Cexp_Cvar	0.711524	400
19	500	3_Dminpl_Cexp_Cvar	0.724095	500
19	600	3_Dminpl_Cexp_Cvar	0.695705	599
19	700	3_Dminpl_Cexp_Cvar	0.690134	699
19	800	3_Dminpl_Cexp_Cvar	0.677493	799
19	900	3_Dminpl_Cexp_Cvar	0.730093	899
19	1000	3_Dminpl_Cexp_Cvar	0.68522	999
19	2000	3_Dminpl_Cexp_Cvar	7.13564	1993
19	3000	3_Dminpl_Cexp_Cvar	7.82857	2984
19	4000	3_Dminpl_Cexp_Cvar	8.10104	3976
19	5000	3_Dminpl_Cexp_Cvar	8.50315	4963
19	6000	3_Dminpl_Cexp_Cvar	8.70683	5946
19	7000	3_Dminpl_Cexp_Cvar	8.85945	6928
19	8000	3_Dminpl_Cexp_Cvar	9.20652	7902
19	9000	3_Dminpl_Cexp_Cvar	9.29086	8874
19	10000	3_Dminpl_Cexp_Cvar	9.52413	9843
