n	N	feature_type	time	unique
14	100	3_Dminpl_Cexp_Cvar	0.650838	97
14	200	3_Dminpl_Cexp_Cvar	0.634668	189
14	300	3_Dminpl_Cexp_Cvar	0.652323	275
14	400	3_Dminpl_Cexp_Cvar	0.774034	363
14	500	3_Dminpl_Cexp_Cvar	0.703736	455
14	600	3_Dminpl_Cexp_Cvar	0.728944	539
14	700	3_Dminpl_Cexp_Cvar	0.728536	622
14	800	3_Dminpl_Cexp_Cvar	0.793927	698
14	900	3_Dminpl_Cexp_Cvar	0.767362	774
14	1000	3_Dminpl_Cexp_Cvar	0.787467	847
14	2000	3_Dminpl_Cexp_Cvar	8.02349	1473
14	3000	3_Dminpl_Cexp_Cvar	9.19225	1923
14	4000	3_Dminpl_Cexp_Cvar	9.32212	2249
14	5000	3_Dminpl_Cexp_Cvar	9.3661	2493
14	6000	3_Dminpl_Cexp_Cvar	9.86038	2685
14	7000	3_Dminpl_Cexp_Cvar	9.9445	2818
14	8000	3_Dminpl_Cexp_Cvar	9.89995	2913
14	9000	3_Dminpl_Cexp_Cvar	10.0645	2987
14	10000	3_Dminpl_Cexp_Cvar	10.1815	3038
