n	N	feature_type	time	unique
15	100	2_Dminpl_Cexp	0.503743	100
15	200	2_Dminpl_Cexp	0.749667	198
15	300	2_Dminpl_Cexp	1.10174	293
15	400	2_Dminpl_Cexp	1.55551	386
15	500	2_Dminpl_Cexp	2.17732	475
15	600	2_Dminpl_Cexp	2.11219	569
15	700	2_Dminpl_Cexp	2.6619	667
15	800	2_Dminpl_Cexp	2.4778	758
15	900	2_Dminpl_Cexp	2.95018	847
15	1000	2_Dminpl_Cexp	3.46461	927
15	2000	2_Dminpl_Cexp	48.9257	1733
15	3000	2_Dminpl_Cexp	70.3326	2451
15	4000	2_Dminpl_Cexp	81.9541	3095
15	5000	2_Dminpl_Cexp	100.51	3674
15	6000	2_Dminpl_Cexp	106.374	4160
15	7000	2_Dminpl_Cexp	110.972	4575
15	8000	2_Dminpl_Cexp	115.902	4969
15	9000	2_Dminpl_Cexp	125.369	5316
15	10000	2_Dminpl_Cexp	117.999	5582
