n	N	feature_type	time	unique
200	100	2_Dminpl_Cexp	2.95115	100
200	200	2_Dminpl_Cexp	2.9303	200
200	300	2_Dminpl_Cexp	2.93853	300
200	400	2_Dminpl_Cexp	2.97224	400
200	500	2_Dminpl_Cexp	2.9071	500
200	600	2_Dminpl_Cexp	2.91226	600
200	700	2_Dminpl_Cexp	2.94742	700
200	800	2_Dminpl_Cexp	2.99558	800
200	900	2_Dminpl_Cexp	3.05226	900
200	1000	2_Dminpl_Cexp	2.96799	1000
200	2000	2_Dminpl_Cexp	30.4413	2000
200	3000	2_Dminpl_Cexp	31.0631	3000
200	4000	2_Dminpl_Cexp	32.1545	4000
200	5000	2_Dminpl_Cexp	32.5392	5000
200	6000	2_Dminpl_Cexp	33.2722	6000
200	7000	2_Dminpl_Cexp	34.0817	7000
200	8000	2_Dminpl_Cexp	34.1333	8000
200	9000	2_Dminpl_Cexp	35.6713	9000
200	10000	2_Dminpl_Cexp	36.5594	10000
