n	N	feature_type	time	unique
50	100	2_Dminpl_Cexp	0.960653	100
50	200	2_Dminpl_Cexp	0.947947	200
50	300	2_Dminpl_Cexp	1.02043	300
50	400	2_Dminpl_Cexp	1.09615	400
50	500	2_Dminpl_Cexp	1.03107	500
50	600	2_Dminpl_Cexp	1.18817	600
50	700	2_Dminpl_Cexp	1.0586	700
50	800	2_Dminpl_Cexp	1.05441	800
50	900	2_Dminpl_Cexp	1.09979	900
50	1000	2_Dminpl_Cexp	1.1747	1000
50	2000	2_Dminpl_Cexp	14.1796	2000
50	3000	2_Dminpl_Cexp	17.7072	3000
50	4000	2_Dminpl_Cexp	21.536	4000
50	5000	2_Dminpl_Cexp	25.577	5000
50	6000	2_Dminpl_Cexp	29.7485	6000
50	7000	2_Dminpl_Cexp	32.0737	7000
50	8000	2_Dminpl_Cexp	34.845	8000
50	9000	2_Dminpl_Cexp	37.1282	9000
50	10000	2_Dminpl_Cexp	42.0463	10000
