n	N	feature_type	time	unique
19	100	1_Cexp	0.716631	100
19	200	1_Cexp	1.85783	200
19	300	1_Cexp	2.99272	300
19	400	1_Cexp	3.816	400
19	500	1_Cexp	5.30092	500
19	600	1_Cexp	5.81991	599
19	700	1_Cexp	7.44494	699
19	800	1_Cexp	9.16815	799
19	900	1_Cexp	11.2275	899
19	1000	1_Cexp	11.8234	999
19	2000	1_Cexp	171.916	1993
19	3000	1_Cexp	288.368	2984
19	4000	1_Cexp	401.809	3976
19	5000	1_Cexp	463.441	4963
19	6000	1_Cexp	615.092	5946
19	7000	1_Cexp	722.994	6928
19	8000	1_Cexp	820.371	7902
19	9000	1_Cexp	961.593	8874
19	10000	1_Cexp	1092.65	9843
