n	N	feature_type	time	unique
25	100	1_Cexp	0.696828	100
25	200	1_Cexp	1.54879	200
25	300	1_Cexp	2.63558	300
25	400	1_Cexp	2.77186	400
25	500	1_Cexp	3.66505	500
25	600	1_Cexp	4.88374	600
25	700	1_Cexp	6.27769	700
25	800	1_Cexp	6.70193	800
25	900	1_Cexp	8.77573	900
25	1000	1_Cexp	9.19625	1000
25	2000	1_Cexp	139.458	2000
25	3000	1_Cexp	231.957	3000
25	4000	1_Cexp	317.592	4000
25	5000	1_Cexp	403.48	5000
25	6000	1_Cexp	515.136	6000
25	7000	1_Cexp	621.02	7000
25	8000	1_Cexp	719.352	8000
25	9000	1_Cexp	813.58	9000
25	10000	1_Cexp	942.849	10000
