n	N	feature_type	time	unique
20	100	2_Dminpl_Cvar	0.687154	100
20	200	2_Dminpl_Cvar	0.677213	200
20	300	2_Dminpl_Cvar	0.651076	300
20	400	2_Dminpl_Cvar	0.648084	400
20	500	2_Dminpl_Cvar	0.670825	500
20	600	2_Dminpl_Cvar	0.718542	600
20	700	2_Dminpl_Cvar	0.685455	700
20	800	2_Dminpl_Cvar	0.686147	800
20	900	2_Dminpl_Cvar	0.637657	900
20	1000	2_Dminpl_Cvar	0.664348	1000
20	2000	2_Dminpl_Cvar	6.89382	1998
20	3000	2_Dminpl_Cvar	7.06465	2994
20	4000	2_Dminpl_Cvar	7.02664	3991
20	5000	2_Dminpl_Cvar	7.13549	4984
20	6000	2_Dminpl_Cvar	7.5653	5976
20	7000	2_Dminpl_Cvar	7.42983	6969
20	8000	2_Dminpl_Cvar	7.45234	7961
20	9000	2_Dminpl_Cvar	7.47187	8944
20	10000	2_Dminpl_Cvar	7.7867	9932
