n	N	feature_type	time	unique
17	100	2_Dminpl_Cvar	0.67081	99
17	200	2_Dminpl_Cvar	0.693156	199
17	300	2_Dminpl_Cvar	0.599645	298
17	400	2_Dminpl_Cvar	0.645572	398
17	500	2_Dminpl_Cvar	0.634198	497
17	600	2_Dminpl_Cvar	0.626465	595
17	700	2_Dminpl_Cvar	0.628776	692
17	800	2_Dminpl_Cvar	0.663919	790
17	900	2_Dminpl_Cvar	0.679271	890
17	1000	2_Dminpl_Cvar	0.658762	989
17	2000	2_Dminpl_Cvar	7.14862	1967
17	3000	2_Dminpl_Cvar	7.18968	2917
17	4000	2_Dminpl_Cvar	7.47388	3841
17	5000	2_Dminpl_Cvar	7.77395	4747
17	6000	2_Dminpl_Cvar	8.11137	5643
17	7000	2_Dminpl_Cvar	8.43531	6511
17	8000	2_Dminpl_Cvar	8.72153	7363
17	9000	2_Dminpl_Cvar	8.95528	8188
17	10000	2_Dminpl_Cvar	9.12666	9004
