n	N	feature_type	time	unique
10	100	2_Dminpl_Cvar	0.725515	71
10	200	2_Dminpl_Cvar	0.81488	91
10	300	2_Dminpl_Cvar	0.833145	99
10	400	2_Dminpl_Cvar	0.83633	104
10	500	2_Dminpl_Cvar	0.835278	106
10	600	2_Dminpl_Cvar	0.832694	106
10	700	2_Dminpl_Cvar	0.831981	106
10	800	2_Dminpl_Cvar	0.884162	106
10	900	2_Dminpl_Cvar	0.903905	106
10	1000	2_Dminpl_Cvar	0.834038	106
10	2000	2_Dminpl_Cvar	8.06666	106
10	3000	2_Dminpl_Cvar	7.11055	106
10	4000	2_Dminpl_Cvar	6.94821	106
10	5000	2_Dminpl_Cvar	7.12289	106
10	6000	2_Dminpl_Cvar	6.70254	106
10	7000	2_Dminpl_Cvar	6.86327	106
10	8000	2_Dminpl_Cvar	6.71346	106
10	9000	2_Dminpl_Cvar	6.73705	106
10	10000	2_Dminpl_Cvar	6.8676	106
